mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,param_bootstrap,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
0.013294076919555664,0.0033086243706142164,0.0,0.0,300,5,4,0.3,30,balanced,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.3, 'max_depth': 30, 'class_weight': 'balanced', 'bootstrap': False}",,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,
0.6233869552612304,0.007084412977429353,0.0831416130065918,0.00880006295670473,100,20,2,0.3,20,balanced,True,"{'n_estimators': 100, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 0.3, 'max_depth': 20, 'class_weight': 'balanced', 'bootstrap': True}",0.9283299526707235,0.9239999999999999,0.9113333333333333,0.9033333333333333,0.942,0.921799323867478,0.013461717338326488,7,0.9719583333333334,0.9694385216773277,0.9730757974831724,0.9736611062335382,0.9703582925707597,0.9716984102596264,0.0015949885816682306,0.975,0.9555555555555556,0.9318181818181818,0.8958333333333334,0.9183673469387755,0.9353148835291692,0.027723030132320692,10,0.9565217391304348,0.9560439560439561,0.9572192513368984,0.9567567567567568,0.9508196721311475,0.9554722750798387,0.002356978037125788,0.7647058823529411,0.86,0.82,0.86,0.9,0.8409411764705881,0.04574882531061361,22,0.88,0.8656716417910447,0.8905472636815921,0.8805970149253731,0.8656716417910447,0.8764975124378109,0.009600706227168672,0.857142857142857,0.9052631578947369,0.8723404255319149,0.8775510204081632,0.9090909090909091,0.8842776740137162,0.019900408163537976,24,0.9166666666666666,0.9086161879895561,0.9226804123711341,0.917098445595855,0.9062499999999999,0.9142623425246423,0.006012733969121605
1.8116018295288085,0.06305429966455636,0.19913835525512696,0.02261576502449225,300,20,1,0.5,30,,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 30, 'class_weight': None, 'bootstrap': True}",0.9256254225828262,0.9353333333333333,0.9020000000000001,0.9106666666666666,0.9373333333333334,0.922191751183232,0.013815159641900936,6,0.9764166666666667,0.9755842635561687,0.9766712655211338,0.9783017684685815,0.9771311509678497,0.9768210230360801,0.0008949068965938739,0.9777777777777777,0.9361702127659575,0.9130434782608695,0.8775510204081632,0.8823529411764706,0.9173790860778478,0.036967584552024486,16,0.9296482412060302,0.9427083333333334,0.9489795918367347,0.9441624365482234,0.9438775510204082,0.941875230788946,0.006479288178529014,0.8627450980392157,0.88,0.84,0.86,0.9,0.8685490196078431,0.020209437804988423,13,0.925,0.900497512437811,0.9253731343283582,0.9253731343283582,0.9203980099502488,0.9193283582089553,0.009601990049751248,0.9166666666666665,0.9072164948453608,0.8749999999999999,0.8686868686868686,0.8910891089108911,0.8917318278219574,0.01829184732298779,9,0.9273182957393483,0.921119592875318,0.9370277078085643,0.9346733668341709,0.9319899244332494,0.9304257775381302,0.005662783233378198
2.636713981628418,0.16449554574080968,0.26549735069274905,0.013603555767838659,500,5,1,log2,30,,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 30, 'class_weight': None, 'bootstrap': True}",0.905341446923597,0.9333333333333333,0.8986666666666667,0.8919999999999999,0.9326666666666665,0.9124016227180526,0.01734087555478669,25,0.998625,0.9989966135708015,0.9987457669635018,0.9990384213386847,0.998912998035035,0.9988637599816045,0.00015589081619005833,0.9347826086956522,0.9,0.9333333333333333,0.8775510204081632,0.8846153846153846,0.9060564694105067,0.023992415240784767,23,0.9898477157360406,0.9800995024875622,0.9800995024875622,0.9949238578680203,0.98989898989899,0.9869739136956349,0.005908155045735855,0.8431372549019608,0.9,0.84,0.86,0.92,0.8726274509803922,0.03189698913982453,11,0.975,0.9800995024875622,0.9800995024875622,0.9751243781094527,0.9751243781094527,0.9770895522388059,0.0024580336969225055,0.8865979381443299,0.9,0.8842105263157894,0.8686868686868686,0.9019607843137256,0.8882912234921427,0.012064844569336102,15,0.982367758186398,0.9800995024875622,0.9800995024875622,0.9849246231155779,0.9824561403508771,0.9819895053255955,0.0017955479035739667
0.005545425415039063,0.001439115086175655,0.0,0.0,100,5,2,log2,,,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'class_weight': None, 'bootstrap': False}",,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,
1.5867793560028076,0.06913279001561118,0.16829495429992675,0.009195555182623506,300,5,4,0.5,,,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': None, 'class_weight': None, 'bootstrap': True}",0.9127789046653143,0.9313333333333333,0.902,0.9073333333333334,0.9406666666666665,0.9188224475997295,0.014732352626486358,11,0.9865416666666667,0.9861198210627535,0.9844893181153058,0.9882938249926837,0.9861616288306367,0.9863212519336093,0.0012133970968578375,0.8979591836734694,0.92,0.9333333333333333,0.8775510204081632,0.9019607843137255,0.9061608643457383,0.019148347995565862,22,0.9494949494949495,0.949238578680203,0.9487179487179487,0.9545454545454546,0.9587628865979382,0.9521519636072988,0.003918497049791637,0.8627450980392157,0.92,0.84,0.86,0.92,0.880549019607843,0.033154862476045065,2,0.94,0.9303482587064676,0.9203980099502488,0.9402985074626866,0.9253731343283582,0.9312835820895522,0.007893652184400874,0.8799999999999999,0.92,0.8842105263157894,0.8686868686868686,0.9108910891089109,0.8927576968223138,0.019422567890206546,8,0.9447236180904524,0.9396984924623115,0.9343434343434343,0.9473684210526316,0.9417721518987341,0.9415812235695128,0.004457196898587928
0.008996200561523438,0.0028049382533631853,0.0,0.0,200,10,8,,15,balanced,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': None, 'max_depth': 15, 'class_weight': 'balanced', 'bootstrap': False}",,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,29,,,,,,,
1.8048061370849608,0.05125720701192504,0.16856784820556642,0.011833529252499423,300,2,2,,15,balanced,True,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 15, 'class_weight': 'balanced', 'bootstrap': True}",0.9060175794455713,0.928,0.9046666666666667,0.9013333333333334,0.9266666666666666,0.9133368492224477,0.011537072359475967,24,0.9975833333333334,0.9985367281240854,0.9977423805343033,0.9981604582131359,0.9974915339270037,0.9979028868263724,0.00039119962231373945,0.9545454545454546,0.9,0.9333333333333333,0.8958333333333334,0.8867924528301887,0.914100914808462,0.025627872107757018,19,0.9948186528497409,0.9898477157360406,0.9896373056994818,0.9948453608247423,0.9846938775510204,0.9907685825322051,0.003796129986195189,0.8235294117647058,0.9,0.84,0.86,0.94,0.8727058823529411,0.04224430511771845,10,0.96,0.9701492537313433,0.9502487562189055,0.9601990049751243,0.9601990049751243,0.9601592039800995,0.006293593298035258,0.8842105263157896,0.9,0.8842105263157894,0.8775510204081632,0.912621359223301,0.8917186864526088,0.012798199728524504,10,0.9770992366412213,0.9798994974874371,0.9695431472081218,0.9772151898734177,0.9722921914357683,0.9752098525291932,0.0037472180473853414
1.5602752208709716,0.05063732831025009,0.16687331199645997,0.00884403022907618,300,10,1,0.5,15,,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 15, 'class_weight': None, 'bootstrap': True}",0.9066937119675457,0.9373333333333334,0.898,0.9126666666666666,0.9339999999999999,0.917738742393509,0.015399435662453958,15,0.9909583333333333,0.9902169823153142,0.9894644424934153,0.9920983318700615,0.9904678289226139,0.9906411837869478,0.0008739088328107639,0.9166666666666666,0.9019607843137255,0.9130434782608695,0.8775510204081632,0.8846153846153846,0.8987674668529617,0.015393519178531039,27,0.9601990049751243,0.955,0.9545454545454546,0.96,0.9545454545454546,0.9568579828132066,0.0026526354895087217,0.8627450980392157,0.92,0.84,0.86,0.92,0.880549019607843,0.033154862476045065,2,0.965,0.9502487562189055,0.9402985074626866,0.9552238805970149,0.9402985074626866,0.9502139303482586,0.009384667197955141,0.888888888888889,0.9108910891089109,0.8749999999999999,0.8686868686868686,0.9019607843137256,0.8890855261996787,0.015848033241828912,13,0.9625935162094762,0.9526184538653366,0.9473684210526316,0.9576059850374063,0.9473684210526316,0.9535109594434965,0.005924866141872983
1.7840525150299071,0.072649278348059,0.17384018898010253,0.011694004899357822,300,10,1,,,,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None, 'class_weight': None, 'bootstrap': True}",0.9100743745774171,0.9283333333333333,0.8993333333333334,0.9193333333333332,0.9219999999999999,0.9158148749154835,0.01011871217264499,17,0.9924583333333334,0.9903842133868473,0.9898407124043648,0.9926418328525439,0.9911785609766294,0.9913007305907439,0.0011068135968142977,0.9347826086956522,0.92,0.8936170212765957,0.8775510204081632,0.8867924528301887,0.9025486206421199,0.021431243249651143,24,0.96,0.9593908629441624,0.945,0.9603960396039604,0.955,0.9559573805096244,0.005810577141745618,0.8431372549019608,0.92,0.84,0.86,0.94,0.880627450980392,0.04136881313864114,1,0.96,0.9402985074626866,0.9402985074626866,0.9651741293532339,0.9502487562189055,0.9512039800995025,0.010112429537833345,0.8865979381443299,0.92,0.8659793814432989,0.8686868686868686,0.912621359223301,0.8907771094995596,0.02214280968768516,11,0.96,0.949748743718593,0.942643391521197,0.9627791563275435,0.9526184538653366,0.9535579490865341,0.007225661860427625
